Gene_ID blastula_rep1	blastula_rep2	gastrula_rep1	gastrula_rep2	elongation_rep1	elongation_rep2	early_larva_rep1	early early_larva_rep2	mitraria_larva_rep1	mitraria_larva_rep2	competent_larva_rep1	competent_larva_rep2	juvenile_rep1
OFUSG18793.2	1.84272	4.62919	8.58544	10.1987	11.3074	15.2335	9.20263	18.2026	9.61762	13.767	5.28049	6.04645	4.41381
OFUSG18793.3	5.23515	12.8921	1.68488	6.22503	4.2491	4.26965	2.85867	3.88982	4.38399	4.81017	4.07459	5.72716	3.57409
OFUSG18794.1	46.9313	61.0564	9.10857	19.4728	5.00412	7.88664	3.29633	4.96734	4.07228	5.30351	9.74241	10.8458	5.23536
OFUSG18795.1	0.474487	0.920599	0.260162	0.351013	1.11412	0.555846	2.90578	2.10179	4.16326	4.08869	6.03466	5.29606	6.10325
OFUSG18796.1	3.77084	4.53079	1.46059	1.13736	8.57948	5.74738	15.7506	11.5247	7.10066	7.5151	3.02088	6.43806	0.692962
OFUSG18797.1	23.5666	25.555	6.0333	5.51616	7.76376	4.76958	7.84101	11.2819	10.2083	9.25747	17.2802	12.9122	33.9419
OFUSG18797.2	99.4135	84.3471	43.5605	70.7244	46.1767	58.8646	36.1229	48.9262	37.2572	50.1535	22.1603	29.3178	15.8411
OFUSG18798.1	0.028154	0.100761	0.213253	1.29653	0.36604	0.420032	0.334044	0.787474	0.929864	1.25921	2.05667	1.79921	5.04089
OFUSG18799.1	0.173793	0.153704	0.626544	0.528355	0.725879	1.23759	0.30328	1.48162	1.09872	17.1959	0.621132	0.538947	0.300035
OFUSG18800.1	0.0908794	0.130846	0.394227	0.672947	0.151276	0.5867	0.252417	0.490357	0.15971	0.612767	0.0689164	1.27993	0.351864
OFUSG18800.2	0	0	0	0	0	0	0	0	0	0	0	0	0
OFUSG18801.1	0	0	0	0.0762292	0.0359425	0	0	0.034266	0	0.215737	0.0661052	0.157118	0.557292
OFUSG18802.1	0.304478	0	0.556458	0.380456	0.518621	0.109955	0.368689	0.116959	0.346761	0.215349	0	0.11194	0.275852
OFUSG18803.1	0	0.0336112	0.380848	0.395077	0.147805	0.227929	0.351513	0	0.259475	0	0.0787248	0.0248914	0.198546
OFUSG18804.1	0.363229	0	0	0.12972	0	0.871742	0	0	0.133719	0	1.9316	0.450245	0.883956
OFUSG18805.1	0	0	0	0.37332	0	0.179746	0	0.656152	0	0.129524	0.600042	0.592845	1.08885
OFUSG18806.1	0	0	0.634511	1.0937	1.11896	1.46531	0.053517	0.170679	0.238314	0.33593	0.19292	0.171692	0.369326
OFUSG18807.1	0.0958915	0	0.324096	0.465855	0.153345	0.0390549	0	0	0	0.0287445	0.265391	0.301592	1.73086
OFUSG18808.1	0.0656532	0	0.268884	0.418865	0.130829	0.470077	0.157168	0.187093	0	0.0982499	0	0	0.0152766
OFUSG18809.1	27.6333	15.7938	81.9498	115.117	84.7519	85.4517	41.6048	57.821	45.9504	45.7851	63.8842	65.788	49.1841
OFUSG18810.1	0.124518	0.156459	0.227153	0.438454	0.663677	2.09228	2.73801	2.92646	1.74189	2.79931	11.5434	6.01659	28.1701
OFUSG18811.1	7.67105	16.9212	15.7153	15.6974	29.5215	20.9648	34.6494	33.0551	44.4524	40.2994	25.7455	47.3464	10.1971
OFUSG18812.1	109.631	93.6049	237.539	137.351	227.588	191.551	258.135	180.325	151.572	151.537	94.1531	107.873	76.8674
OFUSG18813.1	20.2261	17.1035	29.142	17.024	17.6592	11.6191	12.1788	8.47355	7.00756	4.41366	7.40457	3.35105	4.69527
OFUSG18814.1	0.352662	0.189851	38.592	45.4833	19.4639	24.1792	10.2445	11.5001	6.82038	6.81261	8.08702	7.94914	8.57295
OFUSG18815.1	23.0569	22.4029	31.1721	26.1215	29.3929	30.2445	36.4277	29.5789	32.5934	31.1041	23.2053	29.5858	28.0639
OFUSG18816.1	0.00977759	0	0.106287	0.103122	0.0880052	0.288441	0.0696102	0.233074	0.479397	0.425092	0.659509	0.635382	0.107782
OFUSG18817.1	0	0	0.593626	0.361534	1.48573	1.24815	0.861273	0.951412	0.38629	0.258522	0.0619219	0.132071	0.318525
OFUSG18818.1	0.0612836	0.033091	1.54834	1.56825	5.91762	6.27042	3.19015	4.9338	3.34287	3.85351	1.38221	2.94317	2.21834
OFUSG18818.2	0	0	0.212357	0	0.333899	0	0	0.241326	0.228097	0.598035	0	0.333745	0.453525
OFUSG18819.1	0.127646	0.220249	0.280272	0.458776	0.969193	0.884355	0.334028	0.607905	0.34907	0.459081	0.372731	0.333361	0.0333676
OFUSG18820.1	81.2745	49.4078	14.5263	136.018	3.2311	10.878	1.70715	6.6778	4.05941	2.93246	1.04218	3.90349	0.0991738
OFUSG18820.2	40.3521	11.201	94.249	49.9316	30.8179	37.9048	16.2131	16.9963	10.9188	6.58188	2.42883	1.4203	0.176759
OFUSG18821.1	0.076778	0.255429	0.136394	0.315708	0.161268	0.234258	0.45536	0.205012	0.0720064	0.161154	0.823119	0.247975	3.48129
OFUSG18822.1	0	0	1.39388	3.10601	0.574415	3.48667	0.396353	1.23938	0.0638348	0.634981	0.219712	0.267445	0.613508
OFUSG18823.1	3.48847	2.37047	2.86873	2.9825	3.5035	3.00822	4.04357	2.62162	2.93198	2.52416	4.59918	2.31245	6.36018
OFUSG18823.2	0.157947	0.00085527	0	0	0.15806	0.371232	0.645002	1.25885	1.01814	1.77372	2.28098	2.01987	4.01048
OFUSG18823.3	0	0.0847259	0	0	0	0	0	0	1.41091e-05	0	0	0	0
OFUSG18824.1	0	0	0	0	0.0820389	0	0.0336882	0.135886	0	0.02024	0.00613082	0.0104831	0.241653
OFUSG18824.2	0.940007	1.68891	2.10964	2.97258	4.2095	3.06433	4.98144	2.99302	3.24305	2.1586	2.87579	1.89673	2.32977
OFUSG18825.1	10.3957	16.8092	5.12521	12.4269	4.41966	5.91904	3.42314	5.9973	2.71444	19.4825	3.72872	5.64363	7.14088
OFUSG18826.1	6.61706	8.86681	13.0669	16.1506	11.7914	16.2349	13.5368	15.7123	9.24061	62.5569	12.1161	16.7832	32.1634
OFUSG18827.1	0.574976	1.39913	0.902575	1.3316	0.215268	0.623078	0.171257	0.171022	0.0380046	0.619128	0.372641	0.345045	1.23577
OFUSG18828.1	11.6376	12.6611	16.6153	15.3562	16.5078	16.1843	17.8168	17.1834	10.5859	10.5038	10.8312	13.1799	14.7606
OFUSG18829.1	0.0392953	0.510445	0.158249	0.457849	0.196116	0.320731	0.0936821	0.0373934	0.0416309	0.0294323	5.15663	0.866672	20.1873
OFUSG18830.1	0	0	0.135839	0	0.19819	0	0.15875	0.0629829	0.284995	0.14884	3.23627	1.03531	8.94564
OFUSG18831.1	0	0	0	0	1.50738	0	0	0	0	0	5.34961	2.43892	13.7766
OFUSG18832.1	0.0279014	0	0.250999	0.206533	0.0557417	0.341211	0.0332002	0.239144	0.0293832	0.857088	1.28016	0.75977	2.57276
OFUSG18833.1	1.77865	2.00266	0	1.93573	0.891398	4.703	0	11.3112	4.58178	1.0176	0.754465	0.910638	2.2777
OFUSG18834.1	0.240741	0	0.137365	0.902563	0	0.391754	0	1.25293	0.696532	0.179741	0.124717	0.152609	0.368263
OFUSG18835.1	33.9482	27.2976	23.4998	23.8991	18.4239	25.164	20.8373	20.5332	20.2211	19.9477	55.685	29.796	76.9076
OFUSG18835.2	0.401659	0.224516	0.81971	4.91331	0.842092	3.29539	0.685655	3.94456	3.08546	3.24573	8.80552	6.35467	8.59236
OFUSG18835.3	0.250425	0	0.176177	0	0.202111	0.379848	0.0795227	0.49861	0	0.175267	0.34308	0.262923	0.534885
OFUSG18836.1	0.656581	0.628944	0.138194	0.365953	0.0469321	0.238305	0.0277818	0.357982	0.207668	0.420617	0.222099	0.263704	0.0451946
OFUSG18837.1	2.07535	3.12996	0.258896	0	0.286622	1.41404	0.0388494	0.595951	0	1.23912e-06	0.129611	0.253094	0.20259
OFUSG18838.1	192.357	195.059	62.4462	112.311	83.751	95.4196	76.5875	98.5344	67.76	68.8408	36.2928	43.2708	50.0292
OFUSG18839.1	23.0115	34.2946	8.4721	8.7106	7.85746	6.28616	7.75144	8.72609	9.28103	7.87459	1.80223	5.44777	2.38931
OFUSG18840.1	0.499062	0.231297	0	0.150954	0.0711807	0.290849	0.169873	0.237512	0.716177	0.827779	1.69447	0.370318	1.38613
OFUSG18841.1	0.0200145	0.0215516	0.199062	1.24728	0.340048	0.876367	0.214077	0.152566	0.398823	0.449958	0.076295	0.16523	0.0190809
OFUSG18842.1	0.258263	0.334247	1.59636	1.2286	1.98672	1.99555	2.3348	2.09089	2.19409	0.677282	0.266412	0.219521	0.098184
OFUSG18843.1	0	0.17324	0	0.392302	0.315972	0.433488	1.45079	3.27151	3.57602	0.869814	0.10215	0.293093	0.0742229
OFUSG18844.1	4.23884	8.71742	10.1285	8.34321	8.84845	11.8299	11.608	13.5724	6.17781	8.7139	4.57968	7.52986	3.43186
OFUSG18845.1	0.0712945	0	0.0716128	0.0377384	0.0355904	0.0363561	0.0424684	0	0.0376935	0.10681	0.138638	0.413885	2.87758
OFUSG18846.1	0.241344	0.0745456	0.17303	0.218964	0.0344253	0.0351593	0.369608	0.0984592	0.0364344	0.103309	0.0559046	0.25595	0.872571
OFUSG18847.1	0.489483	0.295594	0.331728	0.750563	0.108469	0	0.0649839	0	0.174246	0	0.128021	0.014887	0.140037
OFUSG18848.1	0	0	0	0.173703	0	0	0	0	0.362235	0.241578	0.247531	0.17346	1.19021
OFUSG18849.1	0	0	0	0	0.713758	0.373135	0	0.510365	0.404304	0	0.767432	0.0599011	0.378638
OFUSG18850.1	0	0	0	0	0	0	0.854139	0	0.765859	0	0.0706694	0.112717	0.0760834
OFUSG18851.1	0.217096	0.11674	0.522897	0.212788	1.16267	0.631335	1.54696	1.09373	1.57382	1.03436	1.53884	0.777627	0.124108
OFUSG18852.1	113.907	129.046	83.6329	107.782	54.2368	69.826	28.8978	35.8266	8.96879	17.3486	8.18838	12.0059	10.0996
OFUSG18853.1	82.2791	114.784	37.2246	79.7059	35.3822	55.0726	20.0762	37.4192	14.9888	21.1702	10.5003	20.7853	10.2016
OFUSG18854.1	32.335	31.6334	16.6448	24.9921	11	17.5299	9.49204	11.8108	5.87132	5.62646	4.98195	8.70808	5.28061
OFUSG18855.1	2.15804	2.03906	1.62047	1.53757	1.15441	1.34286	0.881275	1.20546	0.61786	0.927214	2.31306	2.11892	4.76449
OFUSG18856.1	0.640838	0.751668	0.751927	1.00176	0.333985	0.397522	0.331537	0.477621	0.0880249	0.313132	1.09405	0.44645	0.562121
OFUSG18857.1	0	0.0518305	0.143418	0.254334	0	0.212541	0	0.275555	0.151296	0.445401	1.54613	1.31248	3.09007
OFUSG18858.1	165.26	181.313	137.036	147.847	104.309	125.77	85.7897	95.4431	39.4984	44.7815	27.5539	45.0289	24.1004
OFUSG18859.1	15.9779	17.483	13.9958	10.9926	18.2704	15.1937	46.1263	41.6314	78.3992	71.5465	100.023	112.246	16.8214
OFUSG18859.2	0.792292	4.28154	1.61935	0.774129	2.13154	0.660594	2.86661	3.30572	5.21833	6.06326	14.2554	7.18761	28.4969
OFUSG18860.1	2.44476	3.45884	0.808824	0.783191	1.34919	1.07495	1.06405	2.63679	7.87254	9.41322	7.97862	7.03112	8.37652
OFUSG18860.2	4.199	1.1062	3.91457	2.83624	7.00578	4.11349	12.2326	10.7765	31.6031	21.1633	26.5119	39.3908	4.12111
OFUSG18861.1	142.528	121.874	270.664	206.541	348.646	259.045	238.313	271.678	194.162	191.749	114.234	154.553	159.968
OFUSG18861.2	24.1576	26.1436	109.31	138.62	202.914	198.596	150.908	205.919	89.9426	89.1342	30.8829	30.5183	35.4778
OFUSG18862.1	75.6843	54.4218	11.1281	17.1719	14.421	18.0526	13.9358	20.4531	15.7989	17.0985	15.9678	18.1823	17.7105
OFUSG18863.1	21.4938	15.8917	26.9836	20.6591	29.4553	27.956	24.6921	20.7017	25.9153	19.7966	44.8559	36.6665	11.7277
OFUSG18864.1	0.0630613	0	0.70912	0.737322	1.82262	1.99927	0.754508	0.659041	0.744159	1.32143	0	0.239678	5.53935
OFUSG18865.1	62.2667	114.602	6.59101	19.1515	11.4757	14.3845	19.6642	17.7314	24.7479	44.0916	53.9722	49.7999	43.9835
OFUSG18866.1	114.281	100.166	112.685	109.472	92.8957	95.8636	58.1535	69.2544	31.5403	46.3199	15.2971	25.5592	16.0301
OFUSG18867.1	20.4038	20.6124	67.1431	77.7287	126.636	106.276	84.2324	105.609	49.5612	58.7566	24.2742	32.5805	34.0345
OFUSG18868.1	0.546478	3.46661	1.19239	1.50935	1.00675	2.50865	0.533159	2.08947	0.968977	1.44754	0.939785	1.88992	0.557896
OFUSG18869.1	0.0125058	0	0.061898	0.0131947	0.0125046	0	0.163297	0.0715327	3.37064	4.40555	12.4648	9.21048	0.598502
OFUSG18870.1	0.0767495	1.09048	1.02874	5.72085	1.83336	4.24259	17.9413	19.016	57.21	59.3479	257.114	127.117	449.486
OFUSG18871.1	0.117345	0.253358	0.058699	1.17908	0.234411	0.538212	2.37424	4.88865	11.7796	10.5937	46.6455	26.0879	93.9794
OFUSG18872.1	0	0	0	1.12472	0	0.541307	1.26951	1.31784	2.14954	1.56072	1.5231	1.36479	1.87457
OFUSG18873.1	0.245154	0.340802	0.597794	1.03805	1.11896	1.42865	1.58534	1.33346	2.73949	2.36112	6.3243	2.55043	10.4178
OFUSG18874.1	1.63432	2.19014	1.09668	1.03037	0.815683	0.436691	1.66975	1.44417	4.16291	2.4774	3.50845	2.71416	3.14955
OFUSG18875.1	0.545169	0.65957	1.051	2.27221	0.362281	1.00846	0.144894	0.230239	0	0.317415	0.949714	0.872027	2.37698
OFUSG18876.1	0.667916	0.502218	1.04257	1.6735	0.563683	1.3497	0.49088	0.488516	0.109562	0.115411	0.759785	0.679952	1.0337
OFUSG18877.1	0	0.158001	0	0.0387547	0.0733647	0.168142	0.109012	0.0874329	0.173054	0.15127	1.67425	1.00627	3.43184
OFUSG18878.1	0	0	0.0132718	0.0424189	0.0535899	0.0136356	0	0.0510937	0	0.0703024	0.202094	0.122702	0.543224
OFUSG18879.1	0	0	0.226778	0	0.492548	0.717961	0.855641	0.849812	0.585771	1.03458	6.58095	2.24953	14.7123
OFUSG18879.2	0	0.0652798	0.220539	0.426883	0.0461422	0.0812269	0.271282	0.552632	1.42913	1.06266	8.60955	1.79661	21.327
OFUSG18880.1	0.454071	0	2.34086	2.12785	5.79755	7.67176	6.52685	10.1898	7.90886	8.64985	9.33586	16.4734	14.7103
OFUSG18881.1	51.4938	32.6219	38.1863	57.3677	26.8532	28.9172	11.52	13.6473	7.83359	7.474	15.8905	23.8838	13.8473
OFUSG18882.1	0.0206778	0.0890793	0.246893	0.174744	0.123989	0.189517	0.0491542	0.137913	0.0650814	0.108468	0.391729	0.791581	24.8743
OFUSG18883.1	8.86245	5.7582	10.4299	11.4816	10.2996	10.899	7.81525	12.8103	8.29687	7.67448	6.7818	10.1323	6.57743
OFUSG18884.1	0	1.36294	0.441633	0.657307	0	0.210692	0.985979	0.959548	0.458746	0	0	0.302581	1.0052
OFUSG18885.1	0.0946276	0.13926	1.06583	1.17698	6.04729	3.79912	9.14032	3.27882	8.9948	3.70914	3.79049	3.2804	1.63385
OFUSG18886.1	0.309533	0	0	0.161221	1.10158	0.522727	1.37345	0.471998	2.00134	0.794072	2.73177	1.48723	0.511752
OFUSG18887.1	19	28.2517	29.453	47.2111	39.8668	48.5766	31.6217	36.4754	32.2787	30.2796	17.6909	20.6765	10.6827
OFUSG18888.1	0.468228	0.540588	0.471167	0.708033	1.4579	2.16563	1.48832	1.67643	3.76754	4.32443	16.7495	6.90727	9.1991
OFUSG18889.1	0.720054	0	0.380607	0.128543	1.07312	0.864048	0.289518	0.908509	0	0.268805	5.32277	4.19509	24.3526
OFUSG18890.1	0.0500034	0.107834	0.274391	0.237845	0.324727	0.407547	0.416309	0.71444	0.210316	0.168601	5.2065	3.80884	68.5139
OFUSG18891.1	0.245218	0	0.0496853	0	0.0489228	1.00172	0.117101	0.373113	0.261136	0.514142	2.38886	3.85271	87.9741
OFUSG18892.1	17.8625	5.79602	5.80292	3.42393	0.928709	1.8646	1.40339	1.17717	0.599128	0.479196	2.36684	1.85073	2.90271
OFUSG18892.2	1.66026	0.173799	0.419	0.849068	0.538052	0.755632	2.55197	2.91466	3.04431	2.72621	9.27633	10.4842	16.0792
OFUSG18893.1	85.1332	78.4541	81.4221	73.9921	71.5041	63.1924	50.0536	42.3753	34.2604	31.6663	15.3914	23.5848	15.4326
OFUSG18894.1	0.150099	0.194483	0.0600929	0.190528	0.180567	0.275396	0.857586	0.343018	0.506389	2.15909	1.17802	1.77277	1.16114
OFUSG18895.1	31.8434	23.9539	21.8336	14.223	17.7717	12.6908	16.0908	17.2344	14.8776	16.2792	6.35017	8.38561	15.8896
OFUSG18895.2	71.9203	63.5388	19.8021	21.2152	18.0964	17.0479	15.764	20.3941	18.9904	22.2448	4.79356	11.0349	19.2779
OFUSG18896.1	0.0489569	0.028246	0.109247	0.220182	0.0621743	0.319625	0.165131	0.38083	0.301265	0.352934	0.299999	0.739419	5.67663
OFUSG18897.1	0.252447	0.475843	0.104684	0.755612	1.53472	1.4997	0.775178	0.901973	0.375276	0.646349	4.60524	2.56159	7.98044
OFUSG18898.1	0.332088	0.362182	0.136074	0	0.661727	0.271763	0.715574	0.252349	1.21331	0.0496957	1.17936	0.217709	1.9851
OFUSG18899.1	2.25929	1.09341	13.5658	5.56747	23.1321	10.7624	31.9282	6.61277	39.0043	8.36131	54.3304	28.7345	37.1622
OFUSG18900.1	1.42961	0.199243	5.01848	0.384213	1.23877	0.370036	0.433807	0.168804	0.40102	0.266612	0.145031	0.0297169	0
OFUSG18901.1	0.178425	0.193427	0.180247	0.141855	0	0.500876	0	0.21216	0.0947806	0.0334056	0	0.034926	0.0209892
OFUSG18902.1	0.637028	0.461469	3.07344	1.23955	5.87646	1.24743	2.98056	1.36267	7.13828	0.91418	2.43261	0.423516	2.82262
OFUSG18903.1	4.22543	3.694	4.25343	4.26723	5.64348	5.50437	6.84015	8.82687	7.831	7.77133	4.04871	5.84384	2.51759
OFUSG18904.1	6.65171	2.92103	5.80925	9.08476	3.81325	4.90324	2.94441	3.71924	2.56702	3.59148	1.78326	1.92768	2.36343
OFUSG18904.2	33.8605	32.5987	21.9378	36.2447	17.2168	23.1399	7.45057	20.6807	11.3197	11.4784	11.1689	14.258	9.53164
OFUSG18905.1	22.4767	50.387	18.2867	35.713	29.4999	31.6285	17.2179	25.5902	11.068	17.7981	9.62377	17.8793	12.3375
OFUSG18906.1	115.161	118.766	72.9959	63.4679	68.5837	59.7582	67.7428	54.7456	51.1043	52.8087	44.7415	118.845	56.8943
OFUSG18907.1	26.7859	19.5108	15.136	12.4891	8.4067	9.25485	7.65431	9.22367	8.33102	9.5428	7.16139	6.56347	5.78059
OFUSG18908.1	0	1.1804	0	0	0	0	0.72846	0	0	0	1.04293	0.0728307	0.13303
OFUSG18908.2	0	0	0	0.15131	0.206205	0.167155	0.443891	1.00319	0.458328	2.28618	2.26343	1.12539	2.98032
OFUSG18908.3	23.4862	19.1091	64.6174	59.903	51.7594	56.646	37.4936	37.8514	29.4798	35.8905	30.2368	22.8712	27.9575
OFUSG18909.1	5.5072	11.5626	4.15313	7.19299	5.31271	6.9873	6.77698	7.14762	10.7982	12.3181	7.24776	14.6034	5.15723
OFUSG18910.1	1.48783	2.90961	19.8735	36.6517	43.3923	52.0012	33.56	57.8047	61.6718	65.467	60.1965	81.4292	31.5192
OFUSG18911.1	61.6325	55.9864	86.2871	84.5173	55.3708	65.5535	40.092	41.2141	29.6625	31.5348	24.8892	30.0549	22.2813
OFUSG18912.1	2.42529	3.29652	0.382007	0.735777	0.225363	0.152845	0	0.0920857	0.0336014	0.080439	0.0598986	0.0747236	0.0424105
OFUSG18913.1	15.1284	14.4919	35.0076	33.4164	40.2058	28.1882	31.885	24.0745	30.2925	37.7269	30.0227	22.2118	33.1301
OFUSG18914.1	0.0951234	0.102534	0.14225	0.452381	0.261372	0.581398	0.0565579	0.0679609	0.0249898	0	0.0155099	0.0166841	0.0367678
OFUSG18915.1	0.522377	0.322951	0.0750377	0.158044	0.260743	0.038061	0.0444639	0	0.236935	0.0558976	0.535658	0.338543	3.12835
OFUSG18916.1	1.14529	0.412409	0.223145	0.100983	0.158853	0.35677	0.416662	0.363469	0.100716	0.285998	0.389141	0.336541	0.501095
OFUSG18917.1	4.02673	9.10955	1.40977	2.57081	2.66444	2.07809	2.30176	4.00958	8.00569	8.2872	6.68242	8.81797	7.6436
OFUSG18918.1	0.37703	0.136142	20.2362	11.2751	11.8318	14.2364	2.14815	4.82278	3.11102	1.94527	2.37286	3.19595	2.80804
OFUSG18919.1	0	0	0	0	0.0829229	0	0.0990771	0.118581	0.220326	0.591176	1.42734	0.445071	3.37257
OFUSG18920.1	1.05707	6.39213	1.24584	4.77431	0.315608	4.3646	1.20713	2.27188	0.863236	4.18085	1.22694	0.371007	0.831672
OFUSG18921.1	19.5652	14.3431	2.79388	2.90773	15.0753	13.5666	20.7504	20.2149	10.0104	10.7697	8.24604	7.22665	6.42235
OFUSG18922.1	6.98889	4.99369	8.94755	12.6513	14.602	13.8362	10.9342	18.2724	15.0664	15.7862	11.2371	10.8754	7.97081
OFUSG18923.1	0.322291	0	0.730543	0.896249	0.361889	0.945451	0.480298	0.460007	0.725954	0.482782	1.55437	0.396703	2.58392
OFUSG18924.1	5393.22	6130	2029.54	1896.49	364.002	706.154	133.596	204.484	6.0141	12.1816	0.962402	0.734457	0.710915
OFUSG18925.1	0.485874	0.213711	10.0423	12.1427	35.3836	49.2511	16.363	36.7734	19.4184	23.6066	36.1731	37.7056	59.7178
OFUSG18926.1	0.184157	0	0.479131	0.196496	0.0915898	0.0943849	0	0	0.10025	0	2.21298	1.89452	5.48796
OFUSG18927.1	19.8945	18.0073	23.089	12.5167	27.0524	13.701	33.1336	18.6462	23.1338	16.9995	18.9491	14.466	18.257
OFUSG18928.1	46.5344	40.433	39.5274	35.5179	81.1221	55.3616	62.6447	67.6014	35.1811	34.971	17.0965	17.4892	10.1646
OFUSG18929.1	0.107229	0.270578	0.179524	0.454083	0.107057	1.39921	0.255498	1.91151	0.11339	1.0985	0	0.700826	0.0971578
OFUSG18930.1	1.32176	0.947618	0.850776	2.10248	0.756167	2.25537	0.812833	1.31264	0.728639	1.03793	0.831708	1.0379	0.603787
OFUSG18931.1	1.09384	1.21938	24.424	14.255	96.2844	54.3076	65.4684	52.7465	30.9522	27.6805	16.3015	11.1278	8.42594
OFUSG18932.1	0.12259	0.177015	0.205912	0.346349	0.652551	0.333583	0.292334	0.311052	0.259969	0.0918169	0.678015	0.398737	0.81398
OFUSG18933.1	0	0	0.491033	0.0397726	0.262456	0.15325	0.0447584	0.0714893	0.27828	0.140663	2.31455	0.285042	11.7338
OFUSG18934.1	0.564876	0	5.00364	0.266841	5.25453	0.898611	3.00366	0.596315	0.875176	0.563663	2.82179	11.2455	877.36
OFUSG18935.1	5.68016	1.84587	4.47535	7.60636	33.9882	38.8873	20.8639	32.5022	27.4767	27.1074	18.5117	28.2236	3.84846
OFUSG18936.1	12.5808	14.2012	5.6023	11.3759	8.83502	9.16464	5.92731	11.0417	12.6886	9.78055	6.57228	7.95298	7.35727
OFUSG18937.1	0.442662	2.04675	0.0998981	0.330569	0.278209	0.236702	0	0.190715	0.421814	0.145614	0.114072	0.327369	0
OFUSG18937.2	0.632735	1.70438	0.392372	0.543033	0	0.489177	0.164212	0.580187	0	0.173137	0.00496684	0.255094	0.104618
OFUSG18938.1	2.86001	4.43133	2.49141	2.27589	2.00824	1.64495	1.48266	2.31911	0.715855	0.848626	0.267159	0.934572	0.188144
OFUSG18939.1	6.98032	4.4359	3.82158	4.32461	5.26558	6.10137	5.43613	2.51027	5.97533	5.22267	14.2577	7.33788	17.4767
OFUSG18940.1	2.42717	1.45281	0.443896	1.22559	0.664641	1.10029	0.457614	0.830788	0.841678	1.00817	3.62886	2.66116	5.63259
OFUSG18940.2	2.42717	1.45281	0.443896	1.22559	0.664641	1.10029	0.457614	0.830788	0.841678	1.00817	3.62886	2.66116	5.63259
OFUSG18941.1	2.18198	2.3243	3.24317	4.42594	2.79499	3.62941	3.48342	4.06353	8.76117	6.78793	11.4609	11.3555	11.8855
OFUSG18942.1	3.85969	6.03235	3.21208	5.84445	5.21393	7.16202	2.58252	6.14433	4.65604	4.51399	3.68808	4.43092	3.67812
OFUSG18943.1	17.3667	6.17808	47.9749	20.9775	40.4463	32.6064	30.3486	28.4588	32.0524	20.6619	18.1303	12.1626	19.84
OFUSG18944.1	45.6639	42.868	34.1154	64.5923	56.744	65.44	24.4693	42.2977	19.9645	21.9991	18.8051	17.2115	28.164
OFUSG18945.1	30.6626	39.6612	87.0981	84.5751	58.9153	55.932	33.3716	32.4573	25.9331	22.7976	23.2103	24.6646	18.4027
OFUSG18946.1	5.82843	12.845	8.63959	14.5405	11.5286	13.1529	16.4499	30.3374	44.8542	46.0597	12.3836	21.7831	7.10958
OFUSG18947.1	6.55957	8.05641	6.07411	4.87087	7.31051	7.08545	7.74787	7.99683	9.4923	12.3762	14.8279	12.9409	6.40158
OFUSG18948.1	3.6511	0.360614	3.06752	1.197	3.06782	1.39852	3.15726	1.95478	2.64939	1.06711	1.94812	4.96545	1.61759
OFUSG18949.1	5.17112	6.12717	5.00008	3.85529	6.29711	5.94925	5.0707	7.0038	5.2589	7.02343	8.42457	8.44729	4.05363
OFUSG18950.1	0.588186	0.171172	0.424445	0.155178	0.232779	0.4739	0.130896	0.198619	0.153589	0.376534	0.826716	0.77279	0.203969
OFUSG18951.1	0	0.063717	0.118105	0	0.0589485	0.120312	0.140491	0.0281	0.0311031	0.110543	0.195088	0.108452	1.59556
OFUSG18952.1	0	0	1.87656	3.0204	7.90276	6.49659	6.8145	0.407118	3.41445	1.28619	0.34657	0.0177778	1.13582
OFUSG18953.1	3.019	3.44813	2.49263	3.34361	0.96485	2.76962	0.259939	0.613091	0.473668	0.402991	0.224731	0.521828	1.08196
OFUSG18954.1	0	0.814112	0.197242	1.37389	0.180676	1.88827	0.663424	0.689299	0.204939	0.272148	0.298784	0.962082	0.544669
OFUSG18955.1	86.4329	76.4113	79.188	80.5489	52.7858	49.4375	29.4465	31.2749	17.6225	20.1359	12.4799	16.2818	16.6527
OFUSG18956.1	6.44035	9.14625	6.57212	12.1384	5.58517	7.17123	3.33593	5.60602	3.76714	4.75709	5.60779	4.45228	8.63866
OFUSG18957.1	0.308424	0.181549	7.03509	5.07021	5.99363	8.14369	1.66821	3.36443	5.37442	6.15513	7.87024	9.14192	10.8067
OFUSG18958.1	0	0.0898705	0.281023	0.368926	0.0666831	0.187725	0.0986884	0.0791837	0.243547	0.225013	0.061642	0.165428	0.170895
OFUSG18959.1	4.46918	3.19232	10.9406	7.12267	4.53646	5.67373	3.42001	3.63156	2.17463	3.06567	1.87787	2.71651	3.26199
OFUSG18960.1	0.103089	0.0739466	17.9416	20.9603	5.17067	5.30639	1.73508	2.13473	2.19512	2.50964	1.62857	1.68755	1.59377
OFUSG18961.1	2.24637	4.00985	2.87504	3.31656	1.7737	2.53514	1.89477	2.32715	1.90833	2.13495	2.0215	2.33363	2.22746
OFUSG18962.1	15.1868	31.1727	26.8765	23.582	17.6008	21.2948	15.3517	21.158	21.8872	23.7423	22.9368	21.8409	22.3956
OFUSG18963.1	9.85456	6.62966	34.684	11.3981	25.5346	16.767	41.5531	18.0726	38.2483	19.5884	52.1571	18.5868	33.0066
OFUSG18964.1	122.129	70.4952	58.1074	84.2606	69.6529	73.4176	47.6902	54.9605	41.1201	49.8703	17.6656	40.3115	12.9801
